,Date,Year,Type,Country,Area,Location,Activity,Sex ,Age,Fatal (Y/N),Time,Species 
186,09-Jan-2017,2017,Unprovoked,INDONESIA,Bali,Balian Beach,SURFING/WATERSPORTS,M,48,N,07h30,BULL SHARK
187,Reported 08-Jan-2017,2017,Uncertain,AUSTRALIA,Queensland,Unknown,FISHING,M,35,Unknown,Unknown,BULL SHARK
188,05-Jan-2017,2017,Unprovoked,USA,Florida,"Blockhouse Beach, Brevard County",SWIMMING/DIVING,M,47,N,12h30,Unknown
189,03-Jan-2017,2017,Uncertain,AUSTRALIA,New South Wales,Merimbula,SWIMMING/DIVING,M,20,Unknown,18h00,Unknown
190,27-Dec-2016,2016,Unprovoked,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",SURFING/WATERSPORTS,M,16,N,17h00,Unknown
191,24-Dec-2016,2016,Unprovoked,AUSTRALIA,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",SWIMMING/DIVING,F,Unknown,N,Morning,SMALL SHARK
192,19-Dec-2016,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",SURFING/WATERSPORTS,M,55,N,07h00,WHITE SHARK
193,14-Dec-2016,2016,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,SWIMMING/DIVING,M,61,N,09h30,Unknown
194,11-Dec-2016,2016,Unprovoked,FRENCH POLYNESIA,Tuamotos,Takapoto Atoll,FISHING,M,40s,N,Unknown,Unknown
195,11-Dec-2016,2016,Uncertain,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,19,Unknown,Afternoon,Unknown
196,06-Dec-2016,2016,Provoked,AUSTRALIA,New South Wales,Merimbula,SURFING/WATERSPORTS,M,20,N,02h00,WOBBEGONG SHARK
197,01-Dec-2016,2016,Unprovoked,AUSTRALIA,New South Wales,Booti Booti National Park,SURFING/WATERSPORTS,M,65,N,09h00,WHITE SHARK
198,28-Nov-2016,2016,Provoked,AUSTRALIA,Victoria,Queenscliff,FISHING,M,73,N,11h00,SEVENGILL SHARK
199,14-Nov-2016,2016,Unprovoked,USA,Hawaii,"Kamaole Beach Park I, Maui",FLOATING,F,58,N,10h30,TIGER SHARK
200,30-Oct-2016,2016,Unprovoked,USA,Florida,"Mayport Naval Station Beach, Duval County",SURFING/WATERSPORTS,M,41,N,Afternoon,Unknown
201,29-Oct-2016,2016,Unprovoked,USA,Florida,Mayport Naval Station  Duval County,SURFING/WATERSPORTS,M,42,N,Afternoon,Unknown
202,24-Oct-2016,2016,Unprovoked,AUSTRALIA,New South Wales,Broken Head Beach,SURFING/WATERSPORTS,M,36,N,07h30,Unknown
203,21-Oct-2016,2016,Unprovoked,USA,Hawaii,"Hooipa Beach Park, Maui",SURFING/WATERSPORTS,M,36,N,17h00,Unknown
204,15-Oct-2016,2016,Unprovoked,AUSTRALIA,Queensland,"Kings Beach, Caloundra",SURFING/WATERSPORTS,M,Unknown,N,18h00,Unknown
205,14-Oct-2016,2016,Unprovoked,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",SWIMMING/DIVING,F,66,N,09h50,Unknown
206,13-Oct-2016,2016,Uncertain,MEXICO,Unknown,Guadalupe Island,SWIMMING/DIVING,M,Unknown,Unknown,Unknown,WHITE SHARK
207,12-Oct-2016,2016,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",SURFING/WATERSPORTS,M,25,N,10h30,Unknown
208,10-Oct-2016,2016,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",SURFING/WATERSPORTS,M,29,N,16h00,Unknown
209,02-Oct-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,21,N,11h30,Unknown
210,01-Oct-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,32,N,17h30,Unknown
211,26-Sep-2016,2016,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",SURFING/WATERSPORTS,M,17,N,9h00,WHITE SHARK
212,18-Sep-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,16,N,13h00,Unknown
213,18-Sep-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,36,N,11h00,Unknown
214,18-Sep-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,43,N,10h43,Unknown
215,17-Sep-2016,2016,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",SURFING/WATERSPORTS,M,43,N,After noon,Unknown
216,17-Sep-2016,2016,Unprovoked,AUSTRALIA,Victoria,Thirteenth Beach,SURFING/WATERSPORTS,M,Unknown,N,Unknown,Unknown
217,16-Sep-2016,2016,Unprovoked,AUSTRALIA,Victoria,Bells Beach,SURFING/WATERSPORTS,M,Unknown,N,Unknown,Unknown
218,15-Sep-2016,2016,Uncertain,AUSTRALIA,Western Australia,Bunbury,FISHING,Unknown,Unknown,N,Unknown,Unknown
219,11-Sep-2016,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",SWIMMING/DIVING,M,60s,N,15h15,Unknown
220,07-Sep-2016,2016,Unprovoked,USA,Hawaii,"Makaha, Oahu",SWIMMING/DIVING,F,51,N,14h30,TIGER SHARK
221,06-Sep-2016,2016,Unprovoked,NEW CALEDONIA,North Province,Koumac,SURFING/WATERSPORTS,M,50,Y,15h40,Unknown
222,05-Sep-2016,2016,Unprovoked,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",SURFING/WATERSPORTS,F,12,N,Late afternoon,Unknown
223,05-Sep-2016,2016,Unprovoked,AUSTRALIA,Western Australia,Injidup ,SURFING/WATERSPORTS,M,Unknown,N,Late afternoon,Unknown
224,04-Sep-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,9,N,Unknown,Unknown
225,01-Sep-2016,2016,Unprovoked,USA,California,"Refugio State Beach, Santa Barbara County",FISHING,M,22,N,Unknown,WHITE SHARK
226,Sep-2016,2016,Uncertain,MEXICO,Unknown,Guadalupe Island,SWIMMING/DIVING,Unknown,Unknown,Unknown,Unknown,Unknown
227,29-Aug-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,25,N,15h00,BULL SHARK
228,29-Aug-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,37,N,14h00,Unknown
229,27-Aug-2016,2016,Unprovoked,REUNION,Unknown,Boucan Canot,SURFING/WATERSPORTS,M,20,N,17h00,BULL SHARK
230,25-Aug-2016,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",SWIMMING/DIVING,M,49,N,16h00,Unknown
231,07-Aug-2016,2016,Unprovoked,BAHAMAS,New Providence Island,Nassau,SWIMMING/DIVING,M,15,N,Unknown,Unknown
232,06-Aug-2016,2016,Unprovoked,USA,Hawaii,Maui,SURFING/WATERSPORTS,M,21,N,16h30,TIGER SHARK
233,04-Aug-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,22,N,Unknown,BLACKTIP SHARK
234,29-Jul-2016,2016,Unprovoked,SPAIN,Alicante Province,Arenales del Sol,SWIMMING/DIVING,M,40,N,11h30,BLUE SHARK
235,28-Jul-2016,2016,Unprovoked,CHINA,Hong Kong,Unknown,SWIMMING/DIVING,M,72,N,Unknown,Unknown
236,28-Jul-2016,2016,Uncertain,AUSTRALIA,Western Australia,Near Albany,KAYAKING,M,Unknown,N,Unknown,WHITE SHARK
237,27-Jul-2016,2016,Provoked,USA,Florida,"Florida Keys, Monroe County",LOBSTERING,M,43,N,Unknown,NURSE SHARK
238,26-Jul-2016,2016,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",SURFING/WATERSPORTS,M,18,N,12h00,Unknown
239,24-Jul-2016,2016,Unprovoked,JAPAN,Kochi Prefecture,Irino Beach,SURFING/WATERSPORTS,M,29,N,19h05,Unknown
240,23-Jul-2016,2016,Unprovoked,AUSTRALIA,Tasmania,Clifton Beach,SURFING/WATERSPORTS,M,36,N,Unknown,Unknown
241,23-Jul-2016,2016,Unprovoked,BAHAMAS,Abaco Islands,Green Turtle Cay,FISHING,M,Unknown,N,Unknown,BULL SHARK
242,20-Jul-2016,2016,Provoked,AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",FISHING,M,31,N,After noon,REEF SHARK
243,17-Jul-2016,2016,Uncertain,USA,Alabama,8 miles off Mobile,FISHING,Unknown,Unknown,N,Unknown,TIGER SHARK
244,16-Jul-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,F,9,N,1300,Unknown
245,16-Jul-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",UNKNOWN,F,11,N,11h00,Unknown
246,15-Jul-2016,2016,Unprovoked,USA,California,"Surfside, Orange County",SURFING/WATERSPORTS,M,61,N,17h00,WHITE SHARK
247,15-Jul-2016,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",SWIMMING/DIVING,M,Unknown,N,Unknown,Unknown
248,Reported  14-Jul-2016,2016,Unprovoked,BAHAMAS,Unknown,Tiger Beach,SWIMMING/DIVING,M,Unknown,N,Unknown,LEMON SHARK
249,Reported 08-Jul-2016,2016,Unprovoked,SPAIN,Canary Islands,"Las Teresitas, Tenerife",SWIMMING/DIVING,F,10,N,Unknown,ANGEL SHARK
250,08-Jul-2016,2016,Uncertain,USA,California,"Capitola, Santa Cruz County",FISHING,M,Unknown,N,Unknown,WHITE SHARK
251,07-Jul-2016,2016,Provoked,USA,Massachusetts,"Off Gloucester, Essec County",FISHING,M,59,N,10h00,DOGFISH SHARK
252,07-Jul-2016,2016,Uncertain,USA,California,"Off Palos Verdes peninsula, Los Angeles County",FISHING,M,Unknown,N,Unknown,WHITE SHARK
253,06-Jul-2016,2016,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",SWIMMING/DIVING,F,42,N,14h30 / 15h30,Unknown
254,04-Jul-2016,2016,Provoked,AUSTRALIA,Queensland,Palm Cove ,FISHING,M,34,N,22h00,NURSE SHARK
255,27-Jun-2016,2016,Unprovoked,USA,South Carolina,Sullivan's Island,UNKNOWN,M,35,N,16h20,Unknown
256,25-Jun-2016,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",SURFING/WATERSPORTS,M,11,N,14h34,Unknown
257,24-Jun-2016,2016,Unprovoked,COLUMBIA,Isla Provedencia,Unknown,SWIMMING/DIVING,M,59,N,11h00,REEF SHARK
258,23-Jun-2016,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,Ryspunt,FISHING,M,43,N,Unknown,WHITE SHARK
259,21-Jun-2016,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",FLOATING,M,42,N,15h25,Unknown
260,21-Jun-2016,2016,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",SWIMMING/DIVING,M,Unknown,N,14h55,Unknown
261,15-Jun-2016,2016,Unprovoked,USA,Hawaii,"Kalapaki Beach, Kauai",SURFING/WATERSPORTS,M,Unknown,N,06h00,Unknown
262,15-Jun-2016,2016,Provoked,AUSTRALIA,Western Australia,Coral Bay,FISHING,M,19,N,Unknown,Unknown
263,14-Jun-2016,2016,Unprovoked,USA,Texas,"Pirates Beach, Galveston",FLOATING IN TUBE,F,6,N,17h30,Unknown
264,11-Jun-2016,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",STANDING,M,19,N,15h00,Unknown
265,07-Jun-2016,2016,Uncertain,USA,South Carolina,"Folly Beach, Charleston County",SURFING/WATERSPORTS,M,27,Unknown,11h30,Unknown
266,05-Jun-2016,2016,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",SWIMMING/DIVING,M,64,N,08h30,Unknown
267,05-Jun-2016,2016,Unprovoked,AUSTRALIA,Western Australia,Mindarie,SWIMMING/DIVING,F,60,Y,11h30,Unknown
268,04-Jun-2016,2016,Unprovoked,EGYPT,Suez,Ain Sokhna,SWIMMING/DIVING,M,23,N,Morning,MAKO SHARK
269,02-Jun-2016,2016,Unprovoked,AUSTRALIA,New South Wales,Kingscliff,FISHING,M,Unknown,Unknown,Unknown,WHALER SHARK
270,02-Jun-2016,2016,Unprovoked,NEW CALEDONIA,Unknown," Côte-Blanche, Nouméa ",SURFING/WATERSPORTS,M,Unknown,N,Afternoon,Unknown
271,31-May-2016,2016,Unprovoked,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",SURFING/WATERSPORTS,M,29,Y,16h00,WHITE SHARK
272,29-May-2016,2016,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",SWIMMING/DIVING,F,52,N,16h00,Unknown
273,29-May-2016,2016,Unprovoked,USA,Florida,"Neptune, Duval County",SWIMMING/DIVING,M,13,N,15h45,Unknown
274,22-May-2016,2016,Unprovoked,USA,Florida,"Vero Beach, Indian River County",SWIMMING/DIVING,F,57,N,12h00,Unknown
275,21-May-2016,2016,Unprovoked,USA,Florida,"St. Petersburg, Pinellas County",SWIMMING/DIVING,F,22,N,18h00,BULL SHARK
276,21-May-2016,2016,Unprovoked,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",SWIMMING/DIVING,F,11,N,17h46,Unknown
277,18-May-2016,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",SWIMMING/DIVING,M,48,N,Morning ,BLACKTIP SHARK
278,15-May-2016,2016,Provoked,USA,Florida,"Boca Raton, Palm Beach County",TEASING A SHARK,F,23,N,13h20,NURSE SHARK
279,03-May-2016,2016,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",FLOATING,M,59,N,15h49,Unknown
280,02-May-2016,2016,Provoked,NEW ZEALAND,North Island,Cormandel,FISHING,M,39,N,Afternoon,MAKO SHARK
281,25-Apr-2016,2016,Unprovoked,INDONESIA,Bali,Balian,SURFING/WATERSPORTS,M,24,N,07h00,BULL SHARK
282,23-Apr-2016,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,15,N,17h30,Unknown
283,22-Apr-2016,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",SURFING/WATERSPORTS,M,Unknown,N,08h00,WHITE SHARK
284,19-Apr-2016,2016,Unprovoked,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",SWIMMING/DIVING,M,12,N,12h00,WOBBEGONG SHARK
285,18-Apr-2016,2016,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,FISHING,M,22,N,Morning,REEF SHARK
286,18-Apr-2016,2016,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,FISHING,M,26,N,Morning,REEF SHARK
287,13-Apr-2016,2016,Unprovoked,USA,Florida,"Off Singer Island, Palm Beach County",FISHING,M,26,N,Unknown,BULL SHARK
288,09-Apr-2016,2016,Unprovoked,NEW CALEDONIA,Grand Terre,Poe Beach,WALKING,F,69,Y,10h45,TIGER SHARK
289,08-Apr-2016,2016,Uncertain,CAPE VERDE,Boa Vista Island,Unknown,UNKNOWN,M,60,Unknown,Unknown,Unknown
290,07-Apr-2016,2016,Unprovoked,USA,Florida,"Florida Keys, Monroe County",FISHING,M,34,N,Unknown,Unknown
291,07-Apr-2016,2016,Uncertain,USA,Florida,"Corners Beach, Jupiter, Palm Beach County",SUP,M,Unknown,Unknown,Unknown,Unknown
292,31-Mar-2016,2016,Unprovoked,USA,Hawaii,"Olowalu, Maui",SWIMMING/DIVING,F,46,N,11h00,Unknown
293,30-Mar-2016,2016,Unprovoked,AUSTRALIA,New South Wales,Bombo Beach,SURFING/WATERSPORTS,M,22,N,19h00,Unknown
294,28-Mar-2016,2016,Unprovoked,USA,Florida,"Fort Myers Beach, Lee County",UNKNOWN,M,Teen,Unknown,Unknown,Unknown
295,28-Mar-2016,2016,Unprovoked,AUSTRALIA,New South Wales,North Cronulla Beach,SURFING/WATERSPORTS,M,41,N,11h00,Unknown
296,26-Mar-2016,2016,Provoked,BAHAMAS,Unknown,Unknown,UNKNOWN,M,9,N,Unknown,NURSE SHARK
297,13-Mar-2016,2016,Uncertain,USA,California,"Bolsa Chica State Park, Orange County",SURFING/WATERSPORTS,Unknown,Unknown,Unknown,Morning,Unknown
298,11-Mar-2016,2016,Unprovoked,USA,Florida,"Vero Beach, St. Lucie County",SURFING/WATERSPORTS,M,19,N,13h30,Unknown
299,10-Mar-2016,2016,Unprovoked,Fiji,Vanua Levu,Unknown,SWIMMING/DIVING,M,45,Y,Afternoon,Unknown
300,04-Mar-2016,2016,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",UNKNOWN,M,12,N,Afternoon,Unknown
301,Reported 03-Mar-2016,2016,Unprovoked,AUSTRALIA,South Australia,Wrights Bay,FISHING,M,Unknown,N,Midnight,Unknown
302,02-Mar-2016,2016,Unprovoked,BRAZIL,Santa Catarina State,Escalerio Beach Balneário Camboriú,SWIMMING/DIVING,M,41,N,Unknown,SANDTIGER SHARK
303,22-Feb-2016,2016,Unprovoked,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",SURFING/WATERSPORTS,M,21,N,19h00,Unknown
304, 19-Feb-2016,2016,Unprovoked,NEW CALEDONIA,South Province,Yate,FISHING,M,31,N,16h00,Unknown
305,12-Feb-2016,2016,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,"Bavaro Beach, Punta Cana",SWIMMING/DIVING,F,Unknown,N,15h00,Unknown
306,Reported 10-Feb-2016,2016,Uncertain,CAYMAN ISLANDS,Grand Cayman,Stingray City Bar,FEEDING STINGRAYS?,M,65,Unknown,Unknown,NO SHARK
307,10-Feb-2016,2016,Uncertain,AUSTRALIA,Tasmania,Nettley Bay,SURFING/WATERSPORTS,M,Unknown,Unknown,12h30,NO SHARK
308,05-Feb-2016,2016,Unprovoked,AUSTRALIA,Queensland,Stradbroke Island,WALKING,F,45,N,13h20,Unknown
309,04-Feb-2016,2016,Unprovoked,AUSTRALIA,New South Wales,Hams Beach,SURFING/WATERSPORTS,M,40,N,Late afternoon,Unknown
310,02-Feb-2016,2016,Unprovoked,BRAZIL,Balneário Camboriú,Estaleirinho beach,SWIMMING/DIVING,M,41,N,Unknown,SANDTIGER SHARK
311,29-Jan-2016,2016,Uncertain,SOUTH AFRICA,KwaZulu-Natal,Unknown,FISHING,M,Unknown,N,Unknown,Unknown
312,28-Jan-2016,2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",SURFING/WATERSPORTS,M,Unknown,N,14h00,REEF SHARK
313,25-Jan-2016,2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai, ",SURFING/WATERSPORTS,F,15,N,11h30,Unknown
314,24-Jan-2016,2016,Unprovoked,USA,Texas,Off Surfside,FISHING,M,Unknown,N,09h30 / 10h00,BULL SHARK
315,24-Jan-2016,2016,Uncertain,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,FISHING,M,Unknown,N,Unknown,MAKO SHARK
316,23-Jan-2016,2016,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",SURFING/WATERSPORTS,M,48,N,Morning,TIGER SHARK
317,Reported 11-Jan-2016,2016,Unprovoked,AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",SURFING/WATERSPORTS,M,Unknown,N,Unknown,WOBBEGONG SHARK
318,05-Jan-2016,2016,Unprovoked,AUSTRALIA,Queensland,Heron Island,SWIMMING/DIVING,M,11,N,Afternoon,BLACKTIP SHARK
319,02-Jan-2016,2016,Unprovoked,AUSTRALIA,Queensland,Miall Island,FISHING,M,31,N,11h30,Unknown
320,26-Dec-2015,2015,Uncertain,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,FISHING,M,Unknown,N,Morning,WHITE SHARK
321,25-Dec-2015,2015,Unprovoked,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",SWIMMING/DIVING,F,38,N,Unknown,SILKY SHARK
322,22-Dec-2015,2015,Unprovoked,USA,Hawaii,La'aloa Beach Park,SURFING/WATERSPORTS,M,71,N,Morning,Unknown
323,21-Dec-2015,2015,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,SURFING/WATERSPORTS,M,43,N,07h00,WHALER SHARK
324,21-Dec-2015,2015,Unprovoked,BRAZIL,Pernambuco,Fernano de Noronha,SWIMMING/DIVING,M,32,N,Unknown,TIGER SHARK
325,19-Dec-2015,2015,Unprovoked,ARUBA,Unknown,Boat capsized,SEA DISASTER,M,58,Y,Unknown,Unknown
326,13-Dec-2015,2015,Uncertain,AUSTRALIA,New South Wales,Lake Macquarie,FISHING,Unknown,Unknown,N,10h30,WHITE SHARK
327,11-Dec-2015,2015,Unprovoked,BAHAMAS,Unknown,Off Andros Island,FISHING,M,26,N,Unknown,BULL SHARK
328,08-Dec-2015,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpande,SWIMMING/DIVING,F,22,N,Morning,Unknown
329,20-Nov-2015,2015,Unprovoked,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",SWIMMING/DIVING,M,55,N,10h15,GALAPAGOS SHARK
330,16-Nov-2015,2015,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",SURFING/WATERSPORTS,M,Unknown,N,Afternoon,Unknown
331,15-Nov-2015,2015,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",SWIMMING/DIVING,F,Unknown,N,11h00,Unknown
332,15-Nov-2015,2015,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",SURFING/WATERSPORTS,M,28,N,Unknown,SPINNER SHARK
333,10-Nov-2015,2015,Unprovoked,AUSTRALIA,New South Wales,East Ballina,SURFING/WATERSPORTS,M,20,N,18h15,BULL SHARK
334,07-Nov-2015,2015,Uncertain,USA,Florida,"Paradise Beach, Melbourne, Brevard County",SURFING/WATERSPORTS,F,9,Unknown,11h00,Unknown
335,03-Nov-2015,2015,Unprovoked,USA,Hawaii,"Kehena Beach, Hawaii",SWIMMING/DIVING,M,54,N,11h00,Unknown
336,01-Nov-2015,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",SWIMMING/DIVING,F,28,N,14h00,Unknown
337,01-Nov-2015,2015,Unprovoked,MOZAMBIQUE,Inhambane Province,Maxixe,FISHING,M,19,N,04h00,Unknown
338,30-Oct-2015,2015,Unprovoked,AUSTRALIA,Western Australia,Bald Island,FISHING,M,50,N,Unknown,Unknown
339,28-Oct-2015,2015,Unprovoked,USA,Hawaii,"Malaka, Oahu",SURFING/WATERSPORTS,M,10,N,14h50,Unknown
340,25-Oct-2015,2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Stil Bay,SURFING/WATERSPORTS,M,42,N,15h00,WHITE SHARK
341,21-Oct-2015,2015,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",SURFING/WATERSPORTS,M,21,N,14h30,Unknown
342,19-Oct-2015,2015,Unprovoked,USA,Florida,"Deerfield Beach, Broward County",SURFING/WATERSPORTS,M,21,N,13h50,SPINNER SHARK
343,17-Oct-2015,2015,Unprovoked,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",FISHING,F,35,Y,Unknown,Unknown
344,17-Oct-2015,2015,Uncertain,USA,Hawaii,"Waikiki, ",SURFING/WATERSPORTS,M,32,Unknown,19h20,NO SHARK
345,17-Oct-2015,2015,Unprovoked,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",SWIMMING/DIVING,M,44,N,11h30,TIGER SHARK
346,13-Oct-2015,2015,Uncertain,USA,California,"Off Leffingwell Landing, San Luis Obispo County",FISHING,M,Unknown,N,11h00,Unknown
347,09-Oct-2015,2015,Unprovoked,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",SURFING/WATERSPORTS,F,9,N,16h20,Unknown
348,09-Oct-2015,2015,Unprovoked,USA,Hawaii,"Leftovers, Oahu",SURFING/WATERSPORTS,M,25,N,10h25,TIGER SHARK
349,08-Oct-2015,2015,Unprovoked,MOZAMBIQUE,Inhambane Province,"Maxixe, Inhambane Bay",FISHING,M,Unknown,N,Unknown,Unknown
350,07-Oct-2015,2015,Unprovoked,AUSTRALIA,Western Australia,Pyramids Beach,SURFING/WATERSPORTS,M,18,N,16h50,Unknown
351,05-Oct-2015,2015,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",SURFING/WATERSPORTS,M,22,N,13h00,Unknown
352,05-Oct-2015,2015,Unprovoked,USA,Texas,Galveston,SWIMMING/DIVING,M,13,N,10h00,Unknown
353,04-Oct-2015,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,14,N,08h30,BLACKTIP SHARK
354,29-Sep-2015,2015,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",SURFING/WATERSPORTS,M,22,N,16h20,BLACKTIP SHARK
355,26-Sep-2015,2015,Unprovoked,AUSTRALIA,Queensland,"Russel Island, Frankland Group",SWIMMING/DIVING,F,7,N,Afternoon,Unknown
356,24-Sep-2015,2015,Uncertain,USA,California,"Horseshoe Rock, Santa Barbara County",FISHING,M,Unknown,N,10h45-11h15,WHITE SHARK
357,20-Sep-2015,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",SURFING/WATERSPORTS,M,14,N,16h45,JUVENILE SHARK
358,20-Sep-2015,2015,Unprovoked,USA,Hawaii,"Upolu Point, North Kohala, Big Island",FISHING,M,27,N,15h52,TIGER SHARK
359,20-Sep-2015,2015,Unprovoked,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",SWIMMING/DIVING,M,12,N,12h30,Unknown
360,20-Sep-2015,2015,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",FISHING,M,16,N,07h30,Unknown
361,19-Sep-2015,2015,Uncertain,USA,California,"Gaviota State Beach, Santa Barbara County",FISHING,M,Unknown,N,Unknown,HAMMERHEAD SHARK
362,18-Sep-2015,2015,Unprovoked,USA,Florida,"Big Talbot Island, Duval County",SWIMMING/DIVING,M,Unknown,N,19h00,Unknown
363,17-Sep-2015,2015,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",SURFING/WATERSPORTS,M,20,N,15h00,Unknown
364,08-Sep-2015,2015,Unprovoked,AUSTRALIA,New South Wales,North Shelly Beach,SURFING/WATERSPORTS,M,42,N,06h15,Unknown
365,06-Sep-2015,2015,Unprovoked,USA,California,"El Pescador Beach, Los Angeles County",SURFING/WATERSPORTS,F,50,N,17h30,WHITE SHARK
366,05-Sep-2015,2015,Provoked,USA,California,"Deer Creek Beach, Ventura County",FISHING,M,29,N,14h40,HAMMERHEAD SHARK
367,04-Sep-2015,2015,Unprovoked,AUSTRALIA,New South Wales,Hallidays Point,SURFING/WATERSPORTS,M,62,N,11h30,WHITE SHARK
368,03-Sep-2015,2015,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",UNKNOWN,M,Unknown,N,16h00,Unknown
369,01-Sep-2015,2015,Unprovoked,THAILAND,Phuket,Karon Beach,SWIMMING/DIVING,F,37,N,08h30,SMALL SHARK
370,Sep-2015,2015,Unprovoked,FIJI,Unknown,Unknown,FISHING,M,Unknown,N,Unknown,TIGER SHARK
371,29-Aug-2015,2015,Unprovoked,USA,California,"Morro Strand State Beach, San Luis Obispo County",SURFING/WATERSPORTS,F,54,N,10h25,WHITE SHARK
